id;comments;category
46;jojo u jus made my day;0
46;beaming_face_with_smiling_eyes;0
46;unknown;0
46;trust me I want to miss out;0
46;Why are people like you famous? You’re an idiot;0
47;Happy Birthday;0
47;I remember my first beer;0
47;Disney ears.....100% grooming. If you're a parent and don't agree you're oblivious.;0
47;KAAAARMA A BBBBBB;0
47;IMM YOUR BIGGEST FAAAAN;0
47;unknown;0
47;face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss;0
47;unknown;0
47;unknown;0
47;fire fire fire;1
47;unknown;0
47;@siomyflawless ur joking;0
48;please block me;0
48;Buying these noodles rn rn;0
48;goddamn;0
48;god damn hahahaha.;0
48;ishaan im so mf proud of you actually;0
48;these are actually v tasty;0
48;Flight nostalgia;0
48;Once upon a time Ishan used to post “funny” reels;0
49;<<3;0
49;That confident smile completes the picture perfectly;0
49;hundred_points red_heart;1
49;unknown;0
49;9/10 is the visual representation of what we say “men in suits;0
49;face_exhaling;0
49;”;0
49;unknown;0
49;red_heart red_heart raising_hands;1
49;unknown;0
49;Sasta deeway;0
49;moai;0
49;unknown;0
49;Stepmom ummmm;0
49;@_riddhi_uppal shaadi scenes with me when;0
49;Mans is so damn beautiful;1
49;pleading_face pinched_fingers_medium_skin_tone;0
49;unknown;0
49;@_a_v_e_y_ blockbuster movie avi bhai;0
50;you in a black kurta>>>>>>;0
50;smiling_face_with_heart-eyes;1
50;unknown;0
50;You are looking very handsome in kurta.;0
50;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
50;unknown;0
50;this is my favourite picture of u;0
50;Kuttta;0
50;face_with_open_mouth;0
50;unknown;0
50;Hairstyle tutorial when;0
50;unknown;0
50;fire;1
50;unknown;0
50;unknown;0
50;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
50;unknown;0
50;Please check your inbox;0
50;Cute;0
50;smiling_face_with_heart-eyes;1
50;unknown;0
51;unknown;0
51;red_heart red_heart red_heart red_heart;1
51;unknown;0
51;@thasifig___;0
51;GOD IS A WOMAN and it's definitely you.;0
51;Pookie I got you ye konsa filter hai iska naam bata do aur Instagram ka hi hai na;0
51;winking_face_with_tongue;0
51;unknown;0
51;Jaanvi Kapoor without lip filler;0
51;raising_hands red_heart;1
51;unknown;0
51;unknown;0
51;white_heart white_heart;0
51;unknown;0
51;Saree ki hi izzat rkh leti bhen;0
51;@_a.ananyyaa omg;0
51;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
51;unknown;0
52;Amaterasu;0
52;Eru desu ka ?;0
52;Re saale pagal;0
52;@its.swati.here crush update. Ok by.;0
53;Life goes .. On n on n on n on n ln;0
53;Onion;0
53;place_of_worship wind_face;0
53;unknown;0
53;unknown;0
53;onion onion onion onion onion;0
53;unknown;0
53;Life goes on;0
53;Down the hill;0
53;broken_heart;0
53;unknown;0
53;Out;0
53;Yesss just move forward... anyways look Cute here;0
53;cherry_blossom;0
53;unknown;0
54;unknown;0
54;red_heart red_heart;1
54;unknown;0
54;unknown;0
54;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
54;unknown;0
54;Super;0
54;Random gc? Dm;0
55;Tanee don’t show;0
55;crying_face;0
55;unknown;0
55;Aah look at the pinned tweet but girl doesn't wanna speak about sindhi hindu girls who forcefully converted in pakistan and literally roams around with pakistanis;0
55;face_vomiting face_vomiting;0
55;unknown;0
55;unknown;0
55;red_heart red_heart;1
55;unknown;0
55;unknown;0
55;fire fire fire;1
55;unknown;0
55;unknown;0
55;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
55;unknown;0
55;unknown;0
55;white_heart;0
55;unknown;0
55;@tanya_prvttt;0
56;jacket from?;0
56;You go girl!! You are literally living my dreams! I am so happy to see you travelling! Be the best;0
56;When you realise that your country is most the beautiful place on planet;0
56;ringed_planet;0
56;unknown;0
56;growing_heart red_heart;1
56;@the.rebel.kid;0
56;unknown;0
56;red_heart loudly_crying_face;1
56;unknown;0
56;unknown;0
56;growing_heart loudly_crying_face;0
56;unknown;0
56;Cute;0
56;red_heart;1
56;unknown;0
56;for some reason jatin merko buddy kam bunny zada lagne laga hai;0
56;ribbon;0
56;unknown;0
56;unknown;0
56;growing_heart growing_heart;0
56;unknown;0
56;Read the caption and thought I'll tag you @manalishah_;0
57;Can you drop a link of red Zara dress pls.. loved it;0
57;red_heart;1
57;unknown;0
57;Hiii;0
57;Uhh so cute i know uhh text me;0
57;loudly_crying_face;0
57;unknown;0
57;Uhh so cute i know uhh text me;0
57;loudly_crying_face;0
57;unknown;0
58;귀여운;0
58;raising_hands;0
58;unknown;0
58;Good;0
58;beating_heart;0
58;morning;0
58;Hot.luking.jaan;0
58;fire fire fire;1
58;.love.you.tu;0
58;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
58;unknown;0
58;unknown;0
58;fire fire;1
58;unknown;0
58;Pretty bbg;1
58;loudly_crying_face white_heart;0
58;unknown;0
58;I'M IN LOVE WITH YOUR OUTFIT;0
58;white_heart white_heart white_heart white_heart smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
58;unknown;0
58;unknown;0
58;red_heart fire;1
58;unknown;0
58;sooo cute;0
58;ribbon ribbon ribbon;0
58;unknown;0
58;Which place is this;0
58;red_heart;1
58;unknown;0
59;Congratulations!!!!!;0
59;clapping_hands party_popper;0
59;unknown;0
59;Oooh! I just realised that you and my cousin went to the same school and graduated on the same day;0
59;raising_hands;0
59;unknown;0
59;the saree looks unreal;0
59;smiling_face_with_heart-eyes;1
59;unknown;0
59;soosoo beautiful congratulations cutieee!!! face_holding_back_tears;0
59;red_heart red_heart;1
59;unknown;0
59;Muje tum most most most most most beautiful girl in the world;0
59;globe_showing_Europe-Africa woman_dancing heart_suit;0
59;lagti ho;0
59;Advertisement me bhi graduation hoti hai !?;0
59;Congratulations;0
59;party_popper party_popper party_popper;0
59;unknown;0
59;Congratulations;0
60;6/9 9/9;0
60;red_heart;1
60;unknown;0
60;gimme ur outfits;0
60;hiii girl, you should definitely create a reel about funngro, it will help out your teen audience tremendously ,,please check it out;0
60;Adorbbbbbbbbbb;0
60;purple_heart;0
60;unknown;0
60;See my memes pagee;0
60;fire;1
60;unknown;0
60;Ye to mr bean wala food hein,;1
60;smiling_face_with_heart-eyes;1
60;unknown;0
60;Lovely;0
60;red_heart fire fire;1
60;unknown;0
60;Cutest;0
60;@taneesho aap thoda nakhre kaam karo;0
61;Hey, where's your jacket from in the 6th slide?;0
61;"The Porsche 911 is an iconic sports car known for its distinctive rear-engine layout and timeless design.

Since its debut in 1964, it has evolved through multiple generations while maintaining core features like the sloping roofline and round headlights.

Renowned for its performance and driving dynamics, the 911 offers a range of models from the base Carrera to high-performancefrom the base Carrera to high-performance variants like the Turbo and GT3.

It also boasts a rich motorsport legacy, having competed successfully in events like the 24 Hours of Le Mans and the Monte Carlo Rally.";0
61;Big pom pom;0
61;hot_face fire;1
61;unknown;0
61;unknown;0
61;fire fire;1
61;unknown;0
61;Black one;0
61;black_heart black_heart;0
61;unknown;0
61;Love this!;0
61;white_heart;0
61;unknown;0
61;SLAYED;0
61;"Men scroll 
Men Stop 
Men watch 
Men think of her as a girlfriend 
Men thought ""aukat ki bahar""
Men leave 
Men scroll again";0
61;Where's your jeans from?!;0
61;red_heart;1
61;unknown;0
61;Last cargos from ?;0
62;Beautiful;0
62;fire red_heart;1
62;unknown;0
62;unknown;0
62;fire;1
62;unknown;0
62;unknown;0
62;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
62;unknown;0
62;Deets?;0
62;Link;0
62;Love the fitssss;0
62;Take me;0
62;Outfits always slay;0
62;Link;0
63;You look like ape isn’t you?;0
63;Dreamyyy;0
63;loudly_crying_face;0
63;unknown;0
63;Time to update celebrity crush;0
63;speaking_head nail_polish_medium-light_skin_tone;0
63;unknown;0
63;U r very pretty;1
63;growing_heart;0
63;unknown;0
63;unknown;0
63;palm_tree comet;0
63;unknown;0
63;you;0
63;fire fire pinched_fingers pinched_fingers pinched_fingers;1
63;unknown;0
63;Love;0
63;red_heart;1
63;unknown;0
63;Mumbai trip krni h ab soon @vaasavi_chunduru;0
63;heart_hands;0
63;light_skin_tone sparkles tulip sparkling_heart;0
63;unknown;0
63;Pretty;1
63;smiling_face_with_hearts smiling_face_with_hearts;0
63;unknown;0
64;unknown;0
64;fire fire;1
64;unknown;0
64;Wow! Stunning;0
64;fire fire fire;1
64;unknown;0
64;dress link?;0
64;unknown;0
64;red_heart smiling_face_with_heart-eyes;1
64;unknown;0
64;Met galaa ??;0
64;loudly_crying_face;0
64;unknown;0
64;Giving the total The vampire diaries vibe;0
64;Your dress is similar to Elena's dreas from tvd . When she danced with Damon. All i could remember that scene from tvd whenever i watch you with this dress. And you are looking effortlessly beautiful;1
64;blue_heart;0
64;unknown;0
65;Where did you get these cargos from??;0
65;unknown;0
65;fire;1
65;unknown;0
65;Nice;0
65;The girl can dress;0
65;Outfits heart_hands;0
65;light_skin_tone;0
65;unknown;0
65;Ahhhh jhad deta hu tumhe dek ke hamesha jaanu;0
65;weary_face raised_fist eggplant sweat_droplets sweat_droplets sweat_droplets sweat_droplets sweat_droplets face_blowing_a_kiss;0
65;unknown;0
65;unknown;0
65;Cutee;0
65;red_heart red_heart;1
65;unknown;0
65;"Hey Taneesha
Vaav India wishes to send you some luxury pieces. Kindly get in touch.
Have a great day!
Team Vaav India";0
66;I Meant Soon;0
66;unknown;0
66;Hi jojo;0
66;Aaaand that show is down the drain too. Pathetic;0
66;I wrote u a Poem please check dm. I would be so grateful spent a  lot of time perfecting it xx;0
66;Does she think she can dance lol;0
66;You’re kidding, right?;0
66;Why are people like you famous? You’re an idiot;0
67;I swear tanee u look absolutely gorgeous;1
67;red_heart;1
67;unknown;0
67;Abhi to gyi thi ye;0
67;face_with_rolling_eyes;0
67;unknown;0
67;unknown;0
67;graduation_cap;0
67;nice;0
67;Bhai tumhare University me sab sundar log hi hai kya;0
67;Congrats happy for you;0
67;unknown;0
67;unknown;0
67;fire fire fire;1
67;unknown;0
67;unknown;0
67;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
67;unknown;0
68;So cool(mommy);0
68;You performed a very bold character here;0
68;A literal goddess omg spare me to even live in your world;0
68;place_of_worship place_of_worship place_of_worship;0
68;unknown;0
68;Omfgg pretty gworl slayed so hardd;1
68;ribbon growing_heart place_of_worship loudly_crying_face;0
68;unknown;0
68;Dolly;0
68;winking_face red_heart;1
68;unknown;0
68;no lube, no protection, all night, all day, from the kitchen floor to the toilet seat, from the dining table ta the bedroom, from the bathroom sink to the shower, from the front porch to the balcony, vertically, horizontally, quadratic, exponent al, logarithmic, missionary, cowgirl, reverse cow girl, doggy. backwards, forwards sideways, upside down, on the floor, in the bed, on the couch, on a chair, being carried against the wall, outside in a train, on a plane, in the car, on a motorcycle, the bed of a truck, on a trampoline, in a bounce house, in the ool, bent over, in the basement, against the window, have the most toe curling, back arching, leg shaking, dick thribbing, first clenching, ear rining, mouth drooling, ass clenching. nose sniffling, eye watering, eye rolling, hip thrusting. earthquaking, sheet gripping, knuckles cracking, jaw dropping, hair pulling. teeth jitterbug. mind blogging, soul snatching.overstimulating, vile, sloppy, moan inducing, heart wrenching, spine tingli extraordinary, slendid, phenomenal, mouth foaming heavenly, awakening, devils tangos riding one could offer..;0
68;i wanna be as pretty as u;1
68;unknown;0
68;ribbon loudly_crying_face;0
68;unknown;0
68;What did you eat to have that kind of glow up all of a sudden? @srishtigargg;0
68;OKG TV GIRLLLL <<33333333333;1
68;ribbon ribbon ribbon ribbon ribbon sparkles sparkles sparkles growing_heart growing_heart beating_heart beating_heart beating_heart growing_heart beating_heart beating_heart beating_heart mending_heart mending_heart mending_heart mending_heart mending_heart mending_heart mending_heart love_letter love_letter love_letter love_letter love_letter;0
68;unknown;0
69;Uttar pradesh aao tumko khila pila ke aur insan bna ke bhjnge waha reh ke mauga bn gya h;0
69;rolling_on_the_floor_laughing face_with_tears_of_joy hot_beverage red_heart;1
69;unknown;0
69;Cute;0
69;pleading_face;0
69;unknown;0
69;Check DM for an urgent collab;0
69;unknown;0
69;red_heart red_heart red_heart red_heart red_heart raising_hands;1
69;unknown;0
69;Kutte = Cuteae;0
69;raising_hands red_heart;1
69;unknown;0
69;Pretty boy;1
69;Curls looking so luscious in the fourth one;0
69;Bruhh this looks legit fr;0
69;cowboy_hat_face pinched_fingers pinched_fingers;0
69;unknown;0
69;unknown;0
69;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
69;unknown;0
69;unknown;0
69;smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
69;unknown;0
70;Ok ok;0
70;OK_hand;0
70;unknown;0
70;unknown;0
70;red_heart red_heart red_heart;1
70;unknown;0
70;I am so so happy for you !;0
70;red_heart;1
70;unknown;0
70;He is looking like Andrew Garfield;0
70;what a great humble way to enter into Bollywood man !! Kudos;0
70;clapping_hands;0
70;unknown;0
70;unknown;0
70;red_heart;1
70;unknown;0
70;Begum tum Kam mat Karo me karta hu Naa;0
70;smiling_face_with_tear;0
70;unknown;0
70;Maine sach itna Dayan hi nhi diya tha ki ye bhi movie me the  saluting_face;0
70;loved your role and loved the movie ^_^;0
71;You are so beautiful;0
71;smiling_face_with_heart-eyes;1
71;unknown;0
71;ugh pics of us is so grown;0
71;cuteeeeeee;0
71;unknown;0
71;Last one...;0
71;fire fire red_heart red_heart white_heart;1
71;unknown;0
71;4th;0
71;red_heart;1
71;unknown;0
71;Cute cuter cuter;0
71;unknown;0
71;black_heart black_heart smiling_face_with_heart-eyes;1
71;unknown;0
71;"@punk_dolll what if she doesn;t wear anything";0
72;unknown;0
72;fire fire fire fire fire fire fire;1
72;unknown;0
72;Gay;0
72;Bw t shirt kaha se purchase kare hoon;0
72;Size out of stock hai;0
72;smiling_face_with_tear;0
72;unknown;0
72;BRO OUT OF STOCK;0
72;face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose face_with_steam_from_nose;0
72;unknown;0
72;Ek baar ameer ho jau toh tumhara brand he pehnugi bas;0
72;This used to be my ringtone during college days;0
72;grimacing_face;0
72;unknown;0
72;@sugandhgandotra IKR I thought I was trippin;0
73;unknown;0
73;fire sparkles;1
73;unknown;0
73;You make people melt boyyyy;0
73;loudly_crying_face loudly_crying_face loudly_crying_face;0
73;unknown;0
73;Systumm trying to be aesthetic;0
73;I come here everyday;0
73;Ye shirt kaha se li bhaiya aapne?;0
73;More like gay era;0
73;Baby kaha se li ye shirt?;0
73;unknown;0
73;blue_heart;0
73;unknown;0
73;so harry styles coded;0
73;And Chamkila got shot shot;0
74;How did I miss this?;0
74;ye konsi jgah h???;0
74;unknown;0
74;OK_hand;0
74;unknown;0
74;Sir pt dedo pls;0
74;Aisa 3 month transformation mujhe bhi chahiye. Mera to 1 saal mein bhi nahi ho paaya;0
74;loudly_crying_face;0
74;unknown;0
74;And yet I envy your post;0
74;red_heart red_heart pinched_fingers_light_skin_tone pinched_fingers_light_skin_tone;1
74;unknown;0
74;Bahut chill krte ho yaar;0
74;Male pick me lmao;0
75;Imagine what if he met Andrew Garfield there;0
75;Hello Dear! Are you still worried about work? let me help you, we are now recruiting a large number of online part-time jobs. You only need to have a mobile phone and you can do it at home. You can easily earn 200-500 rupees every day.;0
75;backhand_index_pointing_right;0
75;"No upfront investment required
DM ME FOR MORE INFO";0
75;FIFA SONG;0
75;sasta Andrew Garfield;0
75;rolling_on_the_floor_laughing;0
75;unknown;0
75;unknown;0
75;red_heart;1
75;unknown;0
75;unknown;0
75;red_heart;1
75;unknown;0
75;Almost ready to hit out Ranveer Singh at Bollywood.. Great going Vishnu! Hope to see you the main protagonist in movies;0
75;star-struck thumbs_up party_popper hundred_points;0
75;unknown;0
75;Sirra;0
75;fire;1
75;unknown;0
76;Here from even before the godzilla song review;0
76;Bhai big fan;0
76;25L gaye paani mein;0
76;face_with_tears_of_joy;0
76;unknown;0
76;Nice show off;0
76;25 Lakh ka ticket;0
76;face_savoring_food winking_face winking_face winking_face winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue winking_face_with_tongue;0
76;unknown;0
76;Ticket kitne ki li;0
76;face_with_tears_of_joy face_with_tears_of_joy;0
76;unknown;0
76;Kitne ki thi ticket ? 20 - 25 lakh ?;0
76;25Lakh dekar gya bhai shame;0
76;face_with_tears_of_joy raising_hands;0
76;unknown;0
76;25lakhs... That's a joke. And we all are laughing at it.;0
76;25 lakh ki ticket deke success lol;0
77;unknown;0
77;nazar_amulet nazar_amulet;0
77;unknown;0
77;Germany aoo Toh Milke Jaana;0
77;Oh I cannot believe I didn’t see you were in Cannes & Sourh France! Would have loved to have said hello - absolutely adore you guys;0
77;red_heart;1
77;a beautiful couple too xx;0
77;Ofcourse you guys should  light_blue_heart;0
77;nazar_amulet;0
77;unknown;0
77;For my mental peace, yes thank you;0
77;loudly_crying_face;0
77;unknown;0
77;unknown;0
77;red_heart;1
77;unknown;0
77;I think @thevishnukaushal should propose;0
77;red_heart;1
77;unknown;0
77;ring;0
77;unknown;0
77;Cute;0
77;heart_suit;0
77;unknown;0
77;unknown;0
77;smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes;1
77;unknown;0
77;Perfect PUNJABI MUNDA;0
77;red_heart;1
77;PAHADI BULI;0
